plate_number,brand,model,department_id,standard_fuel_per_100km,usage_date,daily_km,fuel_liters
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-13,148,51.72
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-14,197,58.78
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-15,143,40.18
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-16,256,92.13
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-17,136,43.41
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-18,86,19.69
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-19,216,69.31
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-20,228,58.72
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-21,57,12.96
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-22,241,71.84
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-23,296,63.95
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-24,163,50.63
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-25,49,16.52
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-26,226,57.95
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-27,69,16.47
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-28,150,49.17
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-29,94,24.31
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-30,98,29.25
07 AAA 001,Fiat,Doblo,3,24.55,2024-03-31,277,57.11
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-01,230,77.27
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-02,300,69.38
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-03,190,56.06
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-04,74,17.08
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-05,268,86.78
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-06,275,74.74
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-07,185,41.41
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-08,203,40.86
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-09,149,33.22
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-10,181,38.41
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-11,57,20.18
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-12,288,70.8
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-13,269,83.04
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-14,177,50.37
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-15,117,37.35
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-16,298,63.09
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-17,163,51.01
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-18,284,91.74
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-19,263,82.45
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-20,103,32.4
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-21,201,72.92
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-22,184,40.45
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-23,120,41.33
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-24,140,34.47
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-25,224,74.09
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-26,165,34.23
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-27,92,20.51
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-28,288,84.16
07 AAA 001,Fiat,Doblo,3,24.55,2024-04-29,150,50.7
07 AAA 002,Renault,Doblo,4,7.42,2024-01-01,145,16.11
07 AAA 002,Renault,Doblo,4,7.42,2024-01-02,108,6.54
07 AAA 002,Renault,Doblo,4,7.42,2024-01-03,286,29.11
07 AAA 002,Renault,Doblo,4,7.42,2024-01-04,82,7.51
07 AAA 002,Renault,Doblo,4,7.42,2024-01-05,60,3.6
07 AAA 002,Renault,Doblo,4,7.42,2024-01-06,258,22.46
07 AAA 002,Renault,Doblo,4,7.42,2024-01-07,94,8.2
07 AAA 002,Renault,Doblo,4,7.42,2024-01-08,289,23.65
07 AAA 002,Renault,Doblo,4,7.42,2024-01-09,119,11.62
07 AAA 002,Renault,Doblo,4,7.42,2024-01-10,118,8.1
07 AAA 002,Renault,Doblo,4,7.42,2024-01-11,202,14.3
07 AAA 002,Renault,Doblo,4,7.42,2024-01-12,295,31.84
07 AAA 002,Renault,Doblo,4,7.42,2024-01-13,101,10.2
07 AAA 002,Renault,Doblo,4,7.42,2024-01-14,293,26.68
07 AAA 002,Renault,Doblo,4,7.42,2024-01-15,245,17.27
07 AAA 002,Renault,Doblo,4,7.42,2024-01-16,120,10.32
07 AAA 002,Renault,Doblo,4,7.42,2024-01-17,252,15.05
07 AAA 002,Renault,Doblo,4,7.42,2024-01-18,144,13.33
07 AAA 002,Renault,Doblo,4,7.42,2024-01-19,288,24.52
07 AAA 002,Renault,Doblo,4,7.42,2024-01-20,251,18.44
07 AAA 002,Renault,Doblo,4,7.42,2024-01-21,61,3.84
07 AAA 002,Renault,Doblo,4,7.42,2024-01-22,85,8.97
07 AAA 002,Renault,Doblo,4,7.42,2024-01-23,238,17.43
07 AAA 002,Renault,Doblo,4,7.42,2024-01-24,106,7.27
07 AAA 002,Renault,Doblo,4,7.42,2024-01-25,270,21.59
07 AAA 002,Renault,Doblo,4,7.42,2024-01-26,210,16.92
07 AAA 002,Renault,Doblo,4,7.42,2024-01-27,69,6.66
07 AAA 002,Renault,Doblo,4,7.42,2024-01-28,179,13.1
07 AAA 002,Renault,Doblo,4,7.42,2024-01-29,40,3.99
07 AAA 002,Renault,Doblo,4,7.42,2024-01-30,200,15.78
07 AAA 002,Renault,Doblo,4,7.42,2024-01-31,238,17.92
07 AAA 002,Renault,Doblo,4,7.42,2024-02-01,281,20.15
07 AAA 002,Renault,Doblo,4,7.42,2024-02-02,77,7.69
07 AAA 002,Renault,Doblo,4,7.42,2024-02-03,205,20.88
07 AAA 002,Renault,Doblo,4,7.42,2024-02-04,112,7.2
07 AAA 002,Renault,Doblo,4,7.42,2024-02-05,258,28.11
07 AAA 002,Renault,Doblo,4,7.42,2024-02-06,235,22.86
07 AAA 002,Renault,Doblo,4,7.42,2024-02-07,229,21.97
07 AAA 002,Renault,Doblo,4,7.42,2024-02-08,245,20.79
07 AAA 002,Renault,Doblo,4,7.42,2024-02-09,115,8.08
07 AAA 002,Renault,Doblo,4,7.42,2024-02-10,136,12.08
07 AAA 002,Renault,Doblo,4,7.42,2024-02-11,278,19.5
07 AAA 002,Renault,Doblo,4,7.42,2024-02-12,77,6.74
07 AAA 002,Renault,Doblo,4,7.42,2024-02-13,63,5.86
07 AAA 002,Renault,Doblo,4,7.42,2024-02-14,164,16.69
07 AAA 002,Renault,Doblo,4,7.42,2024-02-15,238,16.76
07 AAA 002,Renault,Doblo,4,7.42,2024-02-16,196,12.47
07 AAA 002,Renault,Doblo,4,7.42,2024-02-17,209,15.72
07 AAA 002,Renault,Doblo,4,7.42,2024-02-18,206,16.38
07 AAA 002,Renault,Doblo,4,7.42,2024-02-19,236,20.65
07 AAA 002,Renault,Doblo,4,7.42,2024-02-20,185,15.12
07 AAA 002,Renault,Doblo,4,7.42,2024-02-21,279,16.98
07 AAA 002,Renault,Doblo,4,7.42,2024-02-22,274,23.82
07 AAA 002,Renault,Doblo,4,7.42,2024-02-23,210,17.81
07 AAA 002,Renault,Doblo,4,7.42,2024-02-24,81,4.81
07 AAA 002,Renault,Doblo,4,7.42,2024-02-25,108,7.45
07 AAA 002,Renault,Doblo,4,7.42,2024-02-26,188,17.27
07 AAA 002,Renault,Doblo,4,7.42,2024-02-27,270,21.03
07 AAA 002,Renault,Doblo,4,7.42,2024-02-28,254,15.8
07 AAA 002,Renault,Doblo,4,7.42,2024-02-29,143,11.43
07 AAA 002,Renault,Doblo,4,7.42,2024-03-01,115,10.2
07 AAA 002,Renault,Doblo,4,7.42,2024-03-02,166,11.58
07 AAA 002,Renault,Doblo,4,7.42,2024-03-03,257,17.76
07 AAA 002,Renault,Doblo,4,7.42,2024-03-04,248,16.8
07 AAA 002,Renault,Doblo,4,7.42,2024-03-05,151,16.47
07 AAA 002,Renault,Doblo,4,7.42,2024-03-06,233,17.92
07 AAA 002,Renault,Doblo,4,7.42,2024-03-07,186,19.38
07 AAA 002,Renault,Doblo,4,7.42,2024-03-08,95,9.15
07 AAA 002,Renault,Doblo,4,7.42,2024-03-09,123,7.86
07 AAA 002,Renault,Doblo,4,7.42,2024-03-10,89,6.87
07 AAA 002,Renault,Doblo,4,7.42,2024-03-11,217,13.31
07 AAA 002,Renault,Doblo,4,7.42,2024-03-12,178,18.37
07 AAA 002,Renault,Doblo,4,7.42,2024-03-13,134,11.06
07 AAA 002,Renault,Doblo,4,7.42,2024-03-14,128,12.4
07 AAA 002,Renault,Doblo,4,7.42,2024-03-15,112,10.39
07 AAA 002,Renault,Doblo,4,7.42,2024-03-16,55,5.92
07 AAA 002,Renault,Doblo,4,7.42,2024-03-17,144,13.16
07 AAA 002,Renault,Doblo,4,7.42,2024-03-18,292,29.74
07 AAA 002,Renault,Doblo,4,7.42,2024-03-19,206,16.3
07 AAA 002,Renault,Doblo,4,7.42,2024-03-20,261,20.32
07 AAA 002,Renault,Doblo,4,7.42,2024-03-21,263,26.46
07 AAA 002,Renault,Doblo,4,7.42,2024-03-22,111,8.07
07 AAA 002,Renault,Doblo,4,7.42,2024-03-23,161,17.18
07 AAA 002,Renault,Doblo,4,7.42,2024-03-24,194,15.95
07 AAA 002,Renault,Doblo,4,7.42,2024-03-25,207,21.15
07 AAA 002,Renault,Doblo,4,7.42,2024-03-26,174,15.87
07 AAA 002,Renault,Doblo,4,7.42,2024-03-27,163,11.43
07 AAA 002,Renault,Doblo,4,7.42,2024-03-28,224,23.75
07 AAA 002,Renault,Doblo,4,7.42,2024-03-29,98,8.52
07 AAA 002,Renault,Doblo,4,7.42,2024-03-30,236,15.77
07 AAA 002,Renault,Doblo,4,7.42,2024-03-31,48,4.27
07 AAA 002,Renault,Doblo,4,7.42,2024-04-01,280,25.56
07 AAA 002,Renault,Doblo,4,7.42,2024-04-02,136,12.21
07 AAA 002,Renault,Doblo,4,7.42,2024-04-03,289,30.15
07 AAA 002,Renault,Doblo,4,7.42,2024-04-04,154,15.92
07 AAA 002,Renault,Doblo,4,7.42,2024-04-05,110,7.47
07 AAA 002,Renault,Doblo,4,7.42,2024-04-06,91,8.8
07 AAA 002,Renault,Doblo,4,7.42,2024-04-07,179,11.83
07 AAA 002,Renault,Doblo,4,7.42,2024-04-08,199,16.88
07 AAA 002,Renault,Doblo,4,7.42,2024-04-09,207,12.29
07 AAA 002,Renault,Doblo,4,7.42,2024-04-10,290,21.75
07 AAA 002,Renault,Doblo,4,7.42,2024-04-11,153,11.61
07 AAA 002,Renault,Doblo,4,7.42,2024-04-12,48,3.53
07 AAA 002,Renault,Doblo,4,7.42,2024-04-13,216,16.04
07 AAA 002,Renault,Doblo,4,7.42,2024-04-14,288,29.67
07 AAA 002,Renault,Doblo,4,7.42,2024-04-15,179,16.42
07 AAA 002,Renault,Doblo,4,7.42,2024-04-16,238,15.85
07 AAA 002,Renault,Doblo,4,7.42,2024-04-17,271,26.25
07 AAA 002,Renault,Doblo,4,7.42,2024-04-18,185,14.64
07 AAA 002,Renault,Doblo,4,7.42,2024-04-19,54,4.27
07 AAA 002,Renault,Doblo,4,7.42,2024-04-20,43,3.42
07 AAA 002,Renault,Doblo,4,7.42,2024-04-21,44,2.66
07 AAA 002,Renault,Doblo,4,7.42,2024-04-22,273,24.39
07 AAA 002,Renault,Doblo,4,7.42,2024-04-23,185,16.0
07 AAA 002,Renault,Doblo,4,7.42,2024-04-24,229,23.46
07 AAA 002,Renault,Doblo,4,7.42,2024-04-25,74,7.51
07 AAA 002,Renault,Doblo,4,7.42,2024-04-26,109,9.6
07 AAA 002,Renault,Doblo,4,7.42,2024-04-27,70,7.46
07 AAA 002,Renault,Doblo,4,7.42,2024-04-28,57,3.74
07 AAA 002,Renault,Doblo,4,7.42,2024-04-29,73,5.21
07 AAA 003,Ford,Caddy,4,8.53,2024-01-01,205,18.69
07 AAA 003,Ford,Caddy,4,8.53,2024-01-02,76,6.61
07 AAA 003,Ford,Caddy,4,8.53,2024-01-03,40,4.48
07 AAA 003,Ford,Caddy,4,8.53,2024-01-04,141,14.96
07 AAA 003,Ford,Caddy,4,8.53,2024-01-05,198,24.83
07 AAA 003,Ford,Caddy,4,8.53,2024-01-06,243,28.07
07 AAA 003,Ford,Caddy,4,8.53,2024-01-07,67,6.81
07 AAA 003,Ford,Caddy,4,8.53,2024-01-08,175,18.47
07 AAA 003,Ford,Caddy,4,8.53,2024-01-09,278,22.49
07 AAA 003,Ford,Caddy,4,8.53,2024-01-10,166,11.52
07 AAA 003,Ford,Caddy,4,8.53,2024-01-11,294,23.45
07 AAA 003,Ford,Caddy,4,8.53,2024-01-12,190,13.83
07 AAA 003,Ford,Caddy,4,8.53,2024-01-13,279,27.51
07 AAA 003,Ford,Caddy,4,8.53,2024-01-14,100,9.52
07 AAA 003,Ford,Caddy,4,8.53,2024-01-15,180,19.43
07 AAA 003,Ford,Caddy,4,8.53,2024-01-16,45,3.34
07 AAA 003,Ford,Caddy,4,8.53,2024-01-17,209,15.1
07 AAA 003,Ford,Caddy,4,8.53,2024-01-18,220,24.55
07 AAA 003,Ford,Caddy,4,8.53,2024-01-19,188,16.42
07 AAA 003,Ford,Caddy,4,8.53,2024-01-20,50,3.51
07 AAA 003,Ford,Caddy,4,8.53,2024-01-21,256,24.14
07 AAA 003,Ford,Caddy,4,8.53,2024-01-22,284,29.74
07 AAA 003,Ford,Caddy,4,8.53,2024-01-23,84,6.89
07 AAA 003,Ford,Caddy,4,8.53,2024-01-24,55,6.57
07 AAA 003,Ford,Caddy,4,8.53,2024-01-25,196,21.64
07 AAA 003,Ford,Caddy,4,8.53,2024-01-26,58,6.14
07 AAA 003,Ford,Caddy,4,8.53,2024-01-27,191,15.42
07 AAA 003,Ford,Caddy,4,8.53,2024-01-28,122,9.67
07 AAA 003,Ford,Caddy,4,8.53,2024-01-29,100,7.04
07 AAA 003,Ford,Caddy,4,8.53,2024-01-30,221,22.82
07 AAA 003,Ford,Caddy,4,8.53,2024-01-31,63,7.65
07 AAA 003,Ford,Caddy,4,8.53,2024-02-01,176,22.15
07 AAA 003,Ford,Caddy,4,8.53,2024-02-02,44,4.3
07 AAA 003,Ford,Caddy,4,8.53,2024-02-03,94,6.57
07 AAA 003,Ford,Caddy,4,8.53,2024-02-04,300,37.11
07 AAA 003,Ford,Caddy,4,8.53,2024-02-05,156,19.41
07 AAA 003,Ford,Caddy,4,8.53,2024-02-06,112,12.04
07 AAA 003,Ford,Caddy,4,8.53,2024-02-07,278,24.1
07 AAA 003,Ford,Caddy,4,8.53,2024-02-08,258,28.2
07 AAA 003,Ford,Caddy,4,8.53,2024-02-09,101,12.26
07 AAA 003,Ford,Caddy,4,8.53,2024-02-10,108,10.85
07 AAA 003,Ford,Caddy,4,8.53,2024-02-11,57,6.66
07 AAA 003,Ford,Caddy,4,8.53,2024-02-12,239,26.03
07 AAA 003,Ford,Caddy,4,8.53,2024-02-13,173,17.88
07 AAA 003,Ford,Caddy,4,8.53,2024-02-14,184,22.86
07 AAA 003,Ford,Caddy,4,8.53,2024-02-15,175,13.89
07 AAA 003,Ford,Caddy,4,8.53,2024-02-16,283,27.43
07 AAA 003,Ford,Caddy,4,8.53,2024-02-17,238,23.32
07 AAA 003,Ford,Caddy,4,8.53,2024-02-18,93,10.3
07 AAA 003,Ford,Caddy,4,8.53,2024-02-19,193,13.74
07 AAA 003,Ford,Caddy,4,8.53,2024-02-20,249,24.39
07 AAA 003,Ford,Caddy,4,8.53,2024-02-21,126,14.66
07 AAA 003,Ford,Caddy,4,8.53,2024-02-22,141,17.16
07 AAA 003,Ford,Caddy,4,8.53,2024-02-23,295,30.45
07 AAA 003,Ford,Caddy,4,8.53,2024-02-24,85,10.81
07 AAA 003,Ford,Caddy,4,8.53,2024-02-25,115,8.49
07 AAA 003,Ford,Caddy,4,8.53,2024-02-26,115,9.08
07 AAA 003,Ford,Caddy,4,8.53,2024-02-27,282,26.23
07 AAA 003,Ford,Caddy,4,8.53,2024-02-28,96,9.59
07 AAA 003,Ford,Caddy,4,8.53,2024-02-29,221,17.24
07 AAA 003,Ford,Caddy,4,8.53,2024-03-01,172,11.76
07 AAA 003,Ford,Caddy,4,8.53,2024-03-02,82,10.29
07 AAA 003,Ford,Caddy,4,8.53,2024-03-03,44,4.28
07 AAA 003,Ford,Caddy,4,8.53,2024-03-04,211,20.07
07 AAA 003,Ford,Caddy,4,8.53,2024-03-05,250,18.24
07 AAA 003,Ford,Caddy,4,8.53,2024-03-06,236,17.95
07 AAA 003,Ford,Caddy,4,8.53,2024-03-07,233,16.7
07 AAA 003,Ford,Caddy,4,8.53,2024-03-08,288,21.9
07 AAA 003,Ford,Caddy,4,8.53,2024-03-09,99,9.95
07 AAA 003,Ford,Caddy,4,8.53,2024-03-10,258,21.5
07 AAA 003,Ford,Caddy,4,8.53,2024-03-11,135,13.19
07 AAA 003,Ford,Caddy,4,8.53,2024-03-12,288,35.7
07 AAA 003,Ford,Caddy,4,8.53,2024-03-13,47,5.2
07 AAA 003,Ford,Caddy,4,8.53,2024-03-14,53,4.14
07 AAA 003,Ford,Caddy,4,8.53,2024-03-15,139,11.34
07 AAA 003,Ford,Caddy,4,8.53,2024-03-16,200,23.5
07 AAA 003,Ford,Caddy,4,8.53,2024-03-17,241,27.62
07 AAA 003,Ford,Caddy,4,8.53,2024-03-18,270,22.51
07 AAA 003,Ford,Caddy,4,8.53,2024-03-19,239,18.32
07 AAA 003,Ford,Caddy,4,8.53,2024-03-20,154,17.04
07 AAA 003,Ford,Caddy,4,8.53,2024-03-21,112,8.01
07 AAA 003,Ford,Caddy,4,8.53,2024-03-22,252,19.24
07 AAA 003,Ford,Caddy,4,8.53,2024-03-23,56,5.02
07 AAA 003,Ford,Caddy,4,8.53,2024-03-24,299,34.51
07 AAA 003,Ford,Caddy,4,8.53,2024-03-25,47,4.26
07 AAA 003,Ford,Caddy,4,8.53,2024-03-26,269,30.66
07 AAA 003,Ford,Caddy,4,8.53,2024-03-27,260,24.09
07 AAA 003,Ford,Caddy,4,8.53,2024-03-28,226,19.58
07 AAA 003,Ford,Caddy,4,8.53,2024-03-29,225,27.84
07 AAA 003,Ford,Caddy,4,8.53,2024-03-30,237,29.67
07 AAA 003,Ford,Caddy,4,8.53,2024-03-31,87,9.37
07 AAA 003,Ford,Caddy,4,8.53,2024-04-01,190,16.53
07 AAA 003,Ford,Caddy,4,8.53,2024-04-02,216,26.92
07 AAA 003,Ford,Caddy,4,8.53,2024-04-03,232,16.2
07 AAA 003,Ford,Caddy,4,8.53,2024-04-04,91,11.2
07 AAA 003,Ford,Caddy,4,8.53,2024-04-05,224,15.5
07 AAA 003,Ford,Caddy,4,8.53,2024-04-06,235,19.67
07 AAA 003,Ford,Caddy,4,8.53,2024-04-07,52,4.18
07 AAA 003,Ford,Caddy,4,8.53,2024-04-08,134,16.41
07 AAA 003,Ford,Caddy,4,8.53,2024-04-09,149,16.9
07 AAA 003,Ford,Caddy,4,8.53,2024-04-10,251,19.25
07 AAA 003,Ford,Caddy,4,8.53,2024-04-11,212,17.83
07 AAA 003,Ford,Caddy,4,8.53,2024-04-12,268,23.87
07 AAA 003,Ford,Caddy,4,8.53,2024-04-13,135,15.31
07 AAA 003,Ford,Caddy,4,8.53,2024-04-14,179,14.27
07 AAA 003,Ford,Caddy,4,8.53,2024-04-15,181,19.25
07 AAA 003,Ford,Caddy,4,8.53,2024-04-16,97,12.05
07 AAA 003,Ford,Caddy,4,8.53,2024-04-17,259,19.05
07 AAA 003,Ford,Caddy,4,8.53,2024-04-18,44,3.77
07 AAA 003,Ford,Caddy,4,8.53,2024-04-19,175,14.46
07 AAA 003,Ford,Caddy,4,8.53,2024-04-20,186,18.56
07 AAA 003,Ford,Caddy,4,8.53,2024-04-21,137,15.95
07 AAA 003,Ford,Caddy,4,8.53,2024-04-22,115,13.63
07 AAA 003,Ford,Caddy,4,8.53,2024-04-23,114,12.0
07 AAA 003,Ford,Caddy,4,8.53,2024-04-24,174,17.33
07 AAA 003,Ford,Caddy,4,8.53,2024-04-25,134,12.18
07 AAA 003,Ford,Caddy,4,8.53,2024-04-26,203,20.14
07 AAA 003,Ford,Caddy,4,8.53,2024-04-27,85,7.16
07 AAA 003,Ford,Caddy,4,8.53,2024-04-28,170,19.58
07 AAA 003,Ford,Caddy,4,8.53,2024-04-29,144,10.68
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-01,230,18.77
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-02,87,11.8
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-03,215,17.45
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-04,210,21.84
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-05,247,29.21
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-06,171,14.89
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-07,94,13.86
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-08,281,25.29
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-09,285,29.86
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-10,95,10.26
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-11,123,15.68
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-12,190,18.49
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-13,236,25.02
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-14,136,16.3
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-15,86,10.92
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-16,125,15.43
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-17,249,20.11
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-18,57,7.44
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-19,294,26.91
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-20,206,25.76
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-21,95,10.73
07 AAA 004,Fiat,Doblo,2,9.9,2024-01-22,80,10.96
